2702.00,216.00,4.23,0.16,0.80,155.00,84.00,136.00,36.29,101167.25,13.14,35.62,sample1
2702.00,216.00,4.23,0.16,0.80,154.00,84.00,136.00,36.29,101164.91,13.34,35.98,sample1
2702.00,216.00,4.23,0.16,0.80,152.00,84.00,136.00,36.29,101164.39,13.38,35.62,sample1
2702.00,216.00,4.23,0.16,0.80,153.00,86.00,136.00,36.29,101165.19,13.31,35.57,sample1
2702.00,216.00,4.23,0.16,0.80,150.00,83.00,136.00,36.29,101165.53,13.29,35.47,sample1
2702.00,216.00,4.23,0.16,0.80,149.00,83.00,136.00,36.29,101165.71,13.27,35.49,sample1
2702.00,216.00,4.23,0.16,0.80,150.00,84.00,138.00,36.29,101165.19,13.31,35.77,sample1
2702.00,216.00,4.23,0.16,0.80,150.00,82.00,135.00,36.29,101164.50,13.37,35.64,sample1
2702.00,216.00,4.23,0.16,0.80,149.00,83.00,137.00,36.30,101164.27,13.39,35.42,sample1
2702.00,216.00,4.23,0.16,0.80,148.00,81.00,135.00,36.30,101164.27,13.39,35.64,sample1
2702.00,216.00,4.23,0.16,0.80,148.00,83.00,137.00,36.30,101164.36,13.38,35.58,sample1
2702.00,216.00,4.23,0.16,0.80,146.00,81.00,135.00,36.30,101164.99,13.33,35.79,sample1
2702.00,216.00,4.23,0.16,0.80,148.00,81.00,134.00,36.30,101163.78,13.43,35.66,sample1
1185.00,216.00,4.23,0.16,0.80,148.00,82.00,133.00,36.30,101162.38,13.55,35.64,sample1
1185.00,216.00,4.23,0.16,0.80,147.00,84.00,134.00,36.30,101162.72,13.52,35.44,sample1
1185.00,216.00,4.23,0.16,0.80,145.00,82.00,136.00,36.30,101163.00,13.50,35.59,sample1
1185.00,216.00,4.23,0.16,0.80,144.00,81.00,135.00,36.30,101164.82,13.33,35.63,sample1
1185.00,216.00,4.23,0.16,0.80,144.00,81.00,136.00,36.30,101164.82,13.34,35.56,sample1
1185.00,216.00,4.23,0.16,0.80,144.00,81.00,134.00,36.30,101164.30,13.40,35.58,sample1
1185.00,216.00,4.23,0.16,0.80,143.00,82.00,136.00,36.30,101163.10,13.49,35.94,sample1
1185.00,216.00,4.23,0.16,0.80,141.00,81.00,134.00,36.30,101163.27,13.49,35.66,sample1
1185.00,216.00,4.21,0.16,0.80,142.00,81.00,136.00,36.30,101163.72,13.44,35.61,sample1
1185.00,216.00,4.21,0.16,0.80,141.00,80.00,134.00,36.30,101162.92,13.50,35.99,sample1
1185.00,216.00,4.21,0.16,0.80,142.00,81.00,136.00,36.30,101162.41,13.54,35.67,sample1
1185.00,216.00,4.21,0.16,0.80,141.00,80.00,136.00,36.30,101164.23,13.39,35.66,sample1
3059.00,216.00,4.21,0.16,0.80,141.00,80.00,136.00,36.30,101163.21,13.48,35.73,sample1
3059.00,216.00,4.21,0.16,0.80,140.00,81.00,136.00,36.30,101162.69,13.52,35.80,sample1
3059.00,216.00,4.21,0.16,0.80,139.00,79.00,134.00,36.30,101163.27,13.47,35.79,sample1
3059.00,216.00,4.21,0.16,0.80,142.00,81.00,132.00,36.30,101164.30,13.39,35.85,sample1
3059.00,216.00,4.21,0.16,0.80,139.00,79.00,134.00,36.30,101164.40,13.38,35.66,sample1
3059.00,216.00,4.21,0.16,0.80,140.00,78.00,133.00,36.30,101166.11,13.24,35.64,sample1
3059.00,216.00,4.21,0.16,0.80,139.00,79.00,135.00,36.30,101164.91,13.34,35.35,sample1
3059.00,216.00,4.21,0.16,0.80,138.00,77.00,133.00,36.30,101165.42,13.29,35.61,sample1
3059.00,216.00,4.21,0.16,0.80,138.00,79.00,136.00,36.30,101165.95,13.25,35.30,sample1
3059.00,216.00,4.21,0.16,0.80,139.00,78.00,133.00,36.30,101166.63,13.19,35.79,sample1
3059.00,216.00,4.21,0.16,0.80,137.00,79.00,134.00,36.30,101166.46,13.21,36.06,sample1
3059.00,216.00,4.21,0.16,0.80,136.00,77.00,133.00,36.31,101167.60,13.11,35.93,sample1
